Name,Type,RA,Dec,Const
IC4329,G,13:49:05.31,-30:17:45.1,Cen
IC4330,G,13:47:14.85,-28:19:54.5,Hya
IC4331,G,13:49:24.61,+25:09:16.8,Boo
IC4332,G,13:49:52.55,+25:11:27.2,Boo
IC4333,G,14:05:20.59,-84:16:21.7,Oct
IC4334,G,13:49:48.27,+29:41:38.7,CVn
IC4335,*,13:49:45.07,+33:40:25.1,CVn
IC4336,G,13:50:43.37,+39:42:24.4,CVn
IC4337,G,13:52:19.28,+14:16:18.9,Boo
IC4338,Dup,13:52:54.46,-01:06:52.7,Vir
IC4339,*,13:53:28.83,+37:32:20.5,CVn
IC4340,G,13:53:33.53,+37:23:13.1,CVn
IC4341,G,13:53:34.25,+37:31:20.1,CVn
IC4342,G,13:54:22.11,+25:09:11.1,Boo
IC4343,G,13:54:55.80,+25:07:21.5,Boo
IC4344,G,13:55:12.59,+25:01:17.2,Boo
IC4345,G,13:55:13.39,+25:03:06.5,Boo
IC4346,G,13:55:40.57,+25:09:11.0,Boo
IC4347,Dup,13:57:43.87,-39:58:42.3,Cen
IC4348,G,13:55:45.09,+25:12:11.2,Boo
IC4349,G,13:55:46.34,+25:09:06.9,Boo
IC4350,G,13:57:13.92,-25:14:44.9,Hya
IC4351,G,13:57:54.26,-29:18:56.6,Hya
IC4352,G,13:58:25.12,-34:31:02.4,Cen
IC4353,Other,13:57:03.70,+37:43:44.6,CVn
IC4354,G,13:58:30.90,-12:36:19.3,Vir
IC4355,G,13:58:06.12,+28:25:21.7,CVn
IC4356,G,13:58:45.10,+37:29:26.4,CVn
IC4357,G,14:00:43.69,+31:53:39.0,CVn
IC4358,G,14:03:34.18,-10:09:04.5,Vir
IC4359,G,14:05:23.33,-45:16:11.2,Cen
IC4360,G,14:04:21.34,-11:25:29.4,Vir
IC4361,G,14:04:07.47,-09:46:08.0,Vir
IC4362,G,14:05:22.22,-41:49:08.3,Cen
IC4363,G,14:04:12.30,-09:38:29.9,Vir
IC4364,G,14:04:19.72,-09:59:35.8,Vir
IC4365,Dup,14:03:47.34,+09:31:25.3,Boo
IC4366,G,14:05:11.48,-33:45:36.4,Cen
IC4367,G,14:05:36.58,-39:12:12.1,Cen
IC4368,G,14:04:46.44,-09:57:44.1,Vir
IC4369,G,14:04:05.87,+33:19:14.6,CVn
IC4370,G,14:04:09.86,+33:20:45.6,CVn
IC4371,G,14:04:10.87,+33:18:28.1,CVn
IC4372,G,14:05:46.09,-10:54:00.3,Vir
IC4373,G,14:05:43.17,+25:13:52.9,Boo
IC4374,G,14:07:29.76,-27:01:04.3,Hya
IC4375,Dup,14:08:03.11,-33:18:53.7,Cen
IC4376,Other,14:10:50.47,-30:47:33.9,Cen
IC4377,G,14:16:58.81,-75:38:49.9,Aps
IC4378,G,14:12:09.57,-34:15:55.2,Cen
IC4379,G,14:12:10.24,-34:16:21.8,Cen
IC4380,G,14:10:02.12,+37:32:59.5,Boo
IC4381,Dup,14:10:57.24,+25:29:50.0,Boo
IC4382,G,14:11:02.54,+25:31:09.7,Boo
IC4383,Dup,14:12:12.72,+15:52:08.0,Boo
IC4384,G,14:11:56.02,+27:06:50.1,Boo
IC4385,Other,14:14:31.72,-42:19:25.0,Cen
IC4386,G,14:15:02.37,-43:57:40.8,Cen
IC4387,G,14:15:01.75,-43:59:24.4,Cen
IC4388,G,14:16:03.48,-31:45:09.5,Cen
IC4389,G,14:16:46.20,-40:33:09.0,Cen
IC4390,G,14:16:59.20,-44:58:38.4,Cen
IC4391,G,14:16:27.04,-31:41:05.9,Cen
IC4392,Other,14:15:53.17,-13:03:04.5,Vir
IC4393,G,14:17:48.95,-31:20:56.7,Cen
IC4394,Other,14:16:22.36,+39:41:51.7,Boo
IC4395,G,14:17:21.08,+26:51:26.8,Boo
IC4396,G,14:17:30.24,+28:48:00.0,Boo
IC4397,G,14:17:58.72,+26:24:45.2,Boo
IC4398,G,14:18:03.44,+28:51:59.0,Boo
IC4399,G,14:18:23.96,+26:23:09.2,Boo
IC4400,Other,14:22:13.45,-60:34:11.3,Cen
IC4401,G,14:19:25.07,-04:29:20.9,Vir
IC4402,G,14:21:13.09,-46:17:52.4,Lup
IC4403,G,14:18:16.87,+31:39:13.8,Boo
IC4404,*,14:10:50.17,+78:37:41.9,UMi
IC4405,G,14:19:16.59,+26:17:54.9,Boo
IC4406,PN,14:22:26.48,-44:09:00.7,Lup
IC4407,G,14:23:36.86,-05:58:59.6,Vir
IC4408,G,14:21:13.09,+29:59:36.6,Boo
IC4409,G,14:21:33.30,+31:35:07.9,Boo
IC4410,G,14:22:13.95,+17:23:50.4,Boo
IC4411,Other,14:25:01.10,-35:01:14.2,Cen
IC4412,Dup,14:23:10.31,+26:15:56.9,Boo
IC4413,G,14:22:57.32,+37:31:38.7,Boo
IC4414,Dup,14:23:42.59,+28:20:52.3,Boo
IC4415,G,14:24:26.72,+16:38:22.6,Boo
IC4416,G,14:24:17.42,+29:38:08.9,Boo
IC4417,G,14:24:53.69,+17:02:16.5,Boo
IC4418,G,14:25:27.24,+25:31:34.6,Boo
IC4419,G,14:25:54.67,+16:37:57.1,Boo
IC4420,G,14:25:39.41,+25:22:42.1,Boo
IC4421,G,14:28:31.31,-37:35:01.5,Cen
IC4422,G,14:25:59.13,+30:28:25.4,Boo
IC4423,G,14:26:17.74,+26:14:46.1,Boo
IC4424,Dup,14:27:32.37,+04:49:17.8,Vir
IC4425,G,14:26:44.18,+27:11:22.3,Boo
IC4426,G,14:27:17.09,+16:49:51.5,Boo
IC4427,G,14:26:59.57,+26:51:50.3,Boo
IC4428,G,14:27:25.55,+16:11:27.0,Boo
IC4429,G,14:27:37.37,+16:53:59.5,Boo
IC4430,G,14:29:19.40,-33:27:18.4,Cen
IC4431,Dup,14:27:09.50,+30:56:53.6,Boo
IC4432,G,14:28:49.76,-39:33:07.9,Cen
IC4433,G,14:27:53.35,+16:11:44.0,Boo
IC4434,G,14:27:54.74,+16:12:25.8,Boo
IC4435,G,14:27:24.28,+37:28:17.2,Boo
IC4436,G,14:27:58.18,+26:30:16.2,Boo
IC4437,**,14:27:31.66,+41:30:11.6,Boo
IC4438,G,14:28:34.47,+17:20:04.4,Boo
IC4439,G,14:28:40.04,+17:01:29.1,Boo
IC4440,G,14:28:59.24,+17:19:14.1,Boo
IC4441,G,14:31:38.62,-43:25:06.4,Lup
IC4442,G,14:28:45.27,+28:57:51.3,Boo
IC4443,G,14:29:17.49,+16:10:53.6,Boo
IC4444,Dup,14:31:38.62,-43:25:06.4,Lup
IC4445,G,14:31:54.61,-46:02:07.1,Lup
IC4446,G,14:29:01.32,+37:27:47.3,Boo
IC4447,G,14:29:17.98,+30:49:56.0,Boo
IC4448,G,14:40:27.96,-78:48:33.2,Aps
IC4449,G,14:31:21.59,+15:14:27.1,Boo
IC4450,G,14:32:12.34,+28:33:24.6,Boo
IC4451,G,14:34:37.14,-36:17:09.0,Cen
IC4452,G,14:32:27.43,+27:25:38.7,Boo
IC4453,G,14:34:28.65,-27:31:06.8,Hya
IC4454,G,14:33:16.69,+17:42:42.5,Boo
IC4455,Dup,14:33:43.62,-14:37:10.9,Lib
IC4456,G,14:34:09.17,+16:11:02.5,Boo
IC4457,G,14:34:28.88,+18:13:28.9,Boo
IC4458,G,14:38:05.87,-39:30:21.5,Cen
IC4459,G,14:34:32.20,+30:58:28.8,Boo
IC4460,G,14:34:36.53,+30:16:45.8,Boo
IC4461,G,14:35:00.38,+26:31:54.9,Boo
IC4462,G,14:35:01.90,+26:32:38.1,Boo
IC4463,G,14:35:49.00,+16:01:09.4,Boo
IC4464,G,14:37:49.00,-36:52:40.8,Cen
IC4465,G,14:35:51.16,+15:34:22.5,Boo
IC4466,G,14:36:48.11,+18:20:37.6,Boo
IC4467,G,14:36:53.67,+18:22:14.3,Boo
IC4468,G,14:38:26.74,-22:22:03.4,Lib
IC4469,G,14:37:20.49,+18:14:57.6,Boo
IC4470,G,14:28:22.89,+78:53:08.2,UMi
IC4471,Dup,14:36:32.06,+41:41:09.2,Boo
IC4472,G,14:40:10.84,-44:18:52.5,Lup
IC4473,GTrpl,14:37:54.14,+15:51:42.0,Boo
IC4473 NED01,G,14:37:54.39,+15:51:38.5,Boo
IC4473 NED02,G,14:37:54.05,+15:51:49.2,Boo
IC4473 NED03,G,14:37:54.22,+15:52:12.6,Boo
IC4474,G,14:38:22.30,+23:25:43.5,Boo
IC4475,G,14:38:23.26,+23:20:00.8,Boo
IC4476,G,14:39:51.85,-16:14:41.1,Lib
IC4477,G,14:38:35.24,+28:27:33.8,Boo
IC4478,G,14:39:12.69,+15:52:38.6,Boo
IC4479,G,14:38:45.90,+28:30:19.6,Boo
IC4480,G,14:39:45.63,+18:29:32.5,Boo
IC4481,G,14:40:10.11,+16:08:29.2,Boo
IC4482,G,14:40:12.46,+18:56:35.8,Boo
IC4483,G,14:40:19.51,+16:41:06.8,Boo
IC4484,G,14:47:43.88,-73:18:21.4,Aps
IC4485,G,14:40:31.46,+28:40:07.9,Boo
IC4486,G,14:41:40.79,+18:33:26.0,Boo
IC4487,G,14:41:52.19,+18:34:37.2,Boo
IC4488,G,14:42:52.58,+18:37:13.0,Boo
IC4489,G,14:43:15.95,+18:31:43.0,Boo
IC4490,**,14:45:21.27,-36:10:24.1,Cen
IC4491,Dup,14:47:25.69,-13:42:58.1,Lib
IC4492,G,14:42:33.87,+37:27:08.4,Boo
IC4493,Dup,14:44:20.80,+12:07:47.0,Boo
IC4494,G,14:44:25.54,+15:33:05.0,Boo
IC4495,G,14:44:14.57,+23:33:30.2,Boo
IC4496,G,14:43:54.58,+33:24:23.6,Boo
IC4497,G,14:44:20.86,+28:33:03.7,Boo
IC4498,G,14:45:00.79,+26:18:04.1,Boo
IC4499,GCl,15:00:19.25,-82:12:48.6,Aps
IC4500,G,14:44:35.66,+37:28:56.9,Boo
IC4501,G,14:47:25.47,-22:24:21.7,Lib
IC4502,G,14:45:15.83,+37:18:01.3,Boo
IC4503,G,14:46:39.51,+16:08:47.2,Boo
IC4504,G,14:46:36.98,+31:41:57.1,Boo
IC4505,G,14:46:33.37,+33:24:31.0,Boo
IC4506,G,14:46:39.94,+33:24:04.4,Boo
IC4507,G,14:47:42.16,+18:27:20.6,Boo
IC4508,G,14:47:51.41,+31:46:05.8,Boo
IC4509,G,14:48:27.06,+31:47:29.7,Boo
IC4510,Other,14:50:40.71,-20:43:51.2,Lib
IC4511,Other,14:52:05.28,-40:29:41.7,Cen
IC4512,G,14:49:54.30,+27:42:02.9,Boo
IC4513,Other,14:52:16.83,-20:43:40.5,Lib
IC4514,G,14:50:55.44,+27:34:42.7,Boo
IC4515,G,14:51:06.67,+37:29:41.3,Boo
IC4516,G,14:54:23.45,+16:21:19.0,Boo
IC4517,G,14:54:35.09,+23:38:35.8,Boo
IC4518,GPair,14:57:42.90,-43:07:54.0,Lup
IC4518A,G,14:57:41.18,-43:07:55.6,Lup
IC4518B,G,14:57:44.46,-43:07:52.9,Lup
IC4519,G,14:54:44.54,+37:24:45.8,Boo
IC4520,G,14:55:07.01,+33:43:28.0,Boo
IC4521,G,14:59:27.45,+25:35:02.7,Boo
IC4522,G,15:11:28.92,-75:51:35.9,Aps
IC4523,G,15:05:10.54,-43:30:34.3,Lup
IC4524,G,15:02:06.36,+25:36:05.4,Boo
IC4525,G,15:02:24.86,+25:38:18.6,Boo
IC4526,G,15:02:38.20,+23:21:01.6,Boo
IC4527,G,15:05:41.02,-42:26:58.3,Lup
IC4528,G,15:01:33.37,+49:06:44.9,Boo
IC4529,G,15:06:25.98,-43:13:57.5,Lup
IC4530,G,15:03:45.31,+26:06:03.1,Boo
IC4531,G,15:04:26.44,+23:24:53.8,Boo
IC4532,G,15:04:53.81,+23:15:23.8,Boo
IC4533,G,15:04:30.34,+27:47:34.3,Boo
IC4534,G,15:06:41.77,+23:38:30.9,Boo
IC4535,G,15:08:41.60,+37:34:13.2,Boo
IC4536,G,15:13:17.23,-18:08:14.2,Lib
IC4537,G,15:17:32.44,+02:02:50.6,Se1
IC4538,G,15:21:11.61,-23:39:30.3,Lib
IC4539,G,15:18:31.15,+32:23:34.3,CrB
IC4540,Other,15:20:03.11,+01:47:11.7,Se1
IC4541,G,15:29:55.57,-70:35:05.8,Aps
IC4542,G,15:22:05.39,+33:08:54.9,Boo
IC4543,Dup,15:24:59.53,+13:26:42.3,Se1
IC4544,Nova,15:29:22.99,-50:35:00.4,Nor
IC4545,G,15:41:27.78,-81:37:33.4,Aps
IC4546,G,15:26:58.41,+28:51:09.4,CrB
IC4547,G,15:27:15.07,+28:47:20.3,CrB
IC4548,G,15:27:24.02,+28:50:59.4,CrB
IC4549,G,15:29:14.57,+32:49:32.0,Boo
IC4550,Dup,15:35:28.57,-50:39:35.0,Nor
IC4551,Dup,15:37:36.22,+05:58:26.5,Se1
IC4552,G,15:38:54.89,+04:34:59.0,Se1
IC4553,G,15:34:57.25,+23:30:11.3,Se1
IC4554,G,15:35:04.83,+23:28:45.4,Se1
IC4555,G,15:48:14.81,-78:10:43.9,Aps
IC4556,G,15:35:22.45,+25:17:49.7,Se1
IC4557,G,15:34:36.93,+39:43:44.0,Boo
IC4558,G,15:35:46.20,+25:20:45.2,Se1
IC4559,G,15:35:53.52,+25:20:28.1,Se1
IC4560,G,15:35:54.08,+39:48:50.8,Boo
IC4561,G,15:36:47.07,+25:25:00.5,Se1
IC4562,G,15:35:57.00,+43:29:35.7,Boo
IC4563,G,15:36:03.68,+39:49:53.5,Boo
IC4564,G,15:36:27.06,+43:31:07.6,Boo
IC4565,G,15:36:35.13,+43:25:29.6,Boo
IC4566,G,15:36:42.16,+43:32:21.6,Boo
IC4567,G,15:37:13.27,+43:17:53.9,Boo
IC4568,G,15:40:07.70,+28:09:08.2,CrB
IC4569,G,15:40:48.38,+28:17:31.5,CrB
IC4570,G,15:41:22.59,+28:13:47.1,CrB
IC4571,G,15:48:51.50,-67:19:24.5,TrA
IC4572,G,15:41:54.19,+28:08:02.4,CrB
IC4573,G,15:42:12.34,+23:47:59.9,Se1
IC4574,G,15:41:59.24,+28:14:25.2,CrB
IC4575,G,15:42:19.65,+23:48:27.5,Se1
IC4576,G,15:42:35.50,+23:40:12.2,Se1
IC4577,G,15:42:45.56,+23:47:33.5,Se1
IC4578,G,15:53:10.66,-74:49:31.0,Aps
IC4579,G,15:42:51.51,+23:46:23.4,Se1
IC4580,G,15:43:14.24,+28:21:24.6,CrB
IC4581,G,15:44:01.52,+28:16:37.3,CrB
IC4582,G,15:45:39.45,+28:05:19.2,CrB
IC4583,G,15:46:21.94,+23:48:32.5,Se1
IC4584,G,16:00:12.26,-66:22:59.8,TrA
IC4585,G,16:00:17.64,-66:19:20.2,TrA
IC4586,Dup,15:55:57.40,+05:55:54.8,Se1
IC4587,G,15:59:51.61,+25:56:26.3,CrB
IC4588,G,16:05:04.25,+23:55:01.7,Se1
IC4589,*,16:07:24.59,-06:23:07.1,Oph
IC4590,G,16:08:21.15,+28:28:43.3,CrB
IC4591,HII,16:12:18.16,-27:55:39.9,Sco
IC4592,RfN,16:11:58.67,-19:27:16.8,Sco
IC4593,PN,16:11:44.50,+12:04:17.0,Her
IC4594,Dup,16:11:22.59,+23:57:54.0,Her
IC4595,G,16:20:44.44,-70:08:33.4,TrA
IC4596,G,16:16:03.61,-22:37:31.4,Sco
IC4597,G,16:17:39.73,-34:21:57.4,Sco
IC4598,G,16:18:13.31,-31:26:34.4,Sco
IC4599,PN,16:19:23.17,-42:15:36.5,Sco
IC4600,Other,16:18:08.67,-22:47:07.9,Sco
IC4601,Neb,16:20:17.80,-20:05:14.3,Sco
IC4602,Dup,16:23:38.84,+11:47:10.5,Her
IC4603,Neb,16:25:24.48,-24:28:06.1,Oph
IC4604,Neb,16:25:31.17,-23:26:11.7,Oph
IC4605,Neb,16:30:12.48,-25:06:54.6,Sco
IC4606,Other,16:31:33.89,-26:03:23.5,Sco
IC4607,G,16:30:15.87,+24:34:27.7,Her
IC4608,G,16:46:53.98,-77:29:19.3,Aps
IC4609,G,16:33:01.62,+22:47:50.6,Her
IC4610,G,16:33:39.16,+39:15:27.5,Her
IC4611,G,16:33:42.34,+39:11:06.5,Her
IC4612,G,16:33:49.62,+39:15:47.5,Her
IC4613,Other,16:37:10.15,+36:07:50.1,Her
IC4614,G,16:37:47.18,+36:06:54.0,Her
IC4615,Dup,16:37:53.92,+36:04:23.0,Her
IC4616,Dup,16:37:59.88,+35:59:43.8,Her
IC4617,G,16:42:08.06,+36:41:02.7,Her
IC4618,G,16:57:50.01,-76:59:34.7,Aps
IC4619,G,16:44:11.12,+17:45:33.0,Her
IC4620,G,16:48:30.04,+19:18:19.4,Her
IC4621,G,16:50:51.17,+08:47:01.2,Her
IC4622,Other,16:52:08.31,-16:14:10.5,Oph
IC4623,G,16:51:05.34,+22:31:38.7,Her
IC4624,G,16:51:33.54,+17:26:56.8,Her
IC4625,Dup,16:52:58.87,+02:24:03.3,Oph
IC4626,**,16:53:21.43,+02:20:19.4,Oph
IC4627,G,16:54:08.75,-07:38:07.2,Oph
IC4628,Neb,16:56:58.43,-40:27:03.5,Sco
IC4629,Other,16:56:09.99,-16:42:35.6,Oph
IC4630,G,16:55:09.58,+26:39:46.5,Her
IC4631,Other,17:11:00.03,-77:36:12.8,Aps
IC4632,Other,16:58:32.13,+22:54:56.0,Her
IC4633,G,17:13:47.04,-77:32:10.3,Aps
IC4634,PN,17:01:33.59,-21:49:33.5,Oph
IC4635,G,17:15:39.19,-77:29:22.3,Aps
IC4636,*,16:59:06.82,+47:11:43.5,Her
IC4637,PN,17:05:10.82,-40:53:10.9,Sco
IC4638,G,17:01:13.70,+33:30:47.5,Her
IC4639,G,17:02:54.75,+22:55:48.1,Her
IC4640,G,17:23:58.35,-80:03:50.7,Aps
IC4641,G,17:24:10.32,-80:08:50.7,Aps
IC4642,PN,17:11:45.22,-55:23:56.4,Ara
IC4643,Dup,17:08:32.74,+42:20:20.8,Her
IC4644,G,17:24:36.90,-73:56:24.4,Aps
IC4645,G,17:14:43.13,+43:06:14.8,Her
IC4646,G,17:23:53.19,-59:59:57.8,Ara
IC4647,G,17:26:03.74,-80:11:42.4,Aps
IC4648,**,17:16:10.03,+43:51:45.3,Her
IC4649,Dup,17:15:50.38,+57:22:00.5,Dra
IC4650,G,17:15:47.41,+57:18:06.8,Dra
IC4651,OCl,17:24:49.14,-49:56:17.7,Ara
IC4652,G,17:26:26.67,-59:43:41.9,Ara
IC4653,G,17:27:07.18,-60:52:46.5,Ara
IC4654,G,17:37:07.89,-74:22:53.2,Aps
IC4655,Other,17:34:35.62,-60:43:16.8,Ara
IC4656,G,17:37:43.87,-63:43:46.8,Ara
IC4657,Other,17:32:42.70,-17:31:29.4,Oph
IC4658,Other,17:36:10.81,-59:35:05.7,Ara
IC4659,Other,17:34:12.23,-17:55:40.9,Oph
IC4660,G,17:21:45.18,+75:50:54.6,UMi
IC4661,G,17:51:02.76,-74:01:56.6,Aps
IC4662,G,17:47:08.87,-64:38:30.3,Pav
IC4663,PN,17:45:28.20,-44:54:17.5,Sco
IC4664,G,17:48:58.59,-63:15:16.3,Pav
IC4665,OCl,17:46:27.18,+05:38:55.4,Oph
IC4666,*,17:46:02.36,+55:46:32.1,Dra
IC4667,Other,17:46:18.96,+55:52:32.3,Dra
IC4668,*,17:46:59.41,+57:24:02.5,Dra
IC4669,G,17:47:12.97,+61:26:03.2,Dra
IC4670,PN,17:55:07.00,-21:44:39.3,Sgr
IC4671,Other,17:55:07.90,-10:17:09.3,Se2
IC4672,G,18:02:14.71,-62:49:57.0,Pav
IC4673,PN,18:03:18.40,-27:06:22.0,Sgr
IC4674,G,18:08:13.08,-62:23:43.8,Pav
IC4675,Other,18:03:10.68,-09:15:34.1,Oph
IC4676,G,18:02:52.99,+11:49:23.3,Oph
IC4677,Other,17:58:15.77,+66:37:59.8,Dra
IC4678,Neb,18:06:33.47,-23:57:16.0,Sgr
IC4679,G,18:11:24.49,-56:15:15.8,Tel
IC4680,G,18:13:29.64,-64:28:36.2,Pav
IC4681,*,18:08:20.00,-23:25:55.3,Sgr
IC4682,G,18:16:25.71,-71:34:52.7,Pav
IC4683,Other,18:09:00.93,-26:23:27.4,Sgr
IC4684,RfN,18:09:08.44,-23:26:07.6,Sgr
IC4685,Neb,18:09:17.50,-23:59:14.1,Sgr
IC4686,G,18:13:38.64,-57:43:57.1,Pav
IC4687,G,18:13:39.63,-57:43:31.3,Pav
IC4688,G,18:08:11.88,+11:42:44.0,Oph
IC4689,G,18:13:40.28,-57:44:53.5,Pav
IC4690,Dup,18:16:55.37,-19:46:37.5,Sgr
IC4691,G,18:08:45.70,+11:49:48.3,Oph
IC4692,G,18:14:49.97,-58:41:37.6,Pav
IC4693,Other,18:09:10.83,+17:20:52.4,Her
IC4694,G,18:15:26.45,-58:12:32.1,Pav
IC4695,**,18:17:23.47,-58:55:31.7,Pav
IC4696,G,18:20:17.91,-64:44:02.7,Pav
IC4697,G,18:12:26.91,+25:25:37.9,Her
IC4698,G,18:20:59.93,-63:20:52.6,Pav
IC4699,PN,18:18:32.79,-45:58:59.1,Tel
IC4700,Dup,18:17:04.99,-19:51:57.8,Sgr
IC4701,Neb,18:16:35.74,-16:38:53.8,Sgr
IC4702,G,18:23:03.82,-59:14:20.2,Pav
IC4703,Neb,18:18:56.22,-13:50:43.4,Se2
IC4704,G,18:27:53.64,-71:36:35.5,Pav
IC4705,G,18:28:10.32,-71:41:38.2,Pav
IC4706,Neb,18:19:36.94,-16:01:52.6,Sgr
IC4707,Neb,18:19:53.91,-16:00:33.3,Sgr
IC4708,G,18:13:46.21,+61:09:26.2,Dra
IC4709,G,18:24:19.39,-56:22:09.0,Tel
IC4710,G,18:28:37.97,-66:58:56.2,Pav
IC4711,Other,18:28:06.82,-64:56:40.1,Pav
IC4712,G,18:31:06.92,-71:41:37.2,Pav
IC4713,G,18:29:59.34,-67:13:27.8,Pav
IC4714,G,18:30:55.75,-66:39:06.3,Pav
IC4715,*Ass,18:16:56.12,-18:30:52.4,Sgr
IC4716,G,18:32:45.04,-56:57:43.2,Pav
IC4717,G,18:33:17.25,-57:58:32.6,Pav
IC4718,G,18:33:50.16,-60:07:44.8,Pav
IC4719,G,18:33:11.54,-56:43:55.9,Tel
IC4720,G,18:33:32.50,-58:24:19.3,Pav
IC4721,G,18:34:24.76,-58:29:47.8,Pav
IC4722,G,18:34:31.53,-57:47:34.0,Pav
IC4723,G,18:35:56.26,-63:22:36.0,Pav
IC4724,G,18:38:40.28,-70:07:32.4,Pav
IC4725,OCl,18:31:46.77,-19:06:53.8,Sgr
IC4726,G,18:36:58.81,-62:51:15.6,Pav
IC4727,G,18:37:56.06,-62:42:02.4,Pav
IC4728,G,18:37:57.00,-62:31:51.3,Pav
IC4729,G,18:39:56.43,-67:25:32.5,Pav
IC4730,G,18:38:50.17,-63:20:59.7,Pav
IC4731,G,18:38:42.98,-62:56:34.9,Pav
IC4732,PN,18:33:54.60,-22:38:41.0,Sgr
IC4733,*,18:26:38.18,+64:58:02.7,Dra
IC4734,G,18:38:25.70,-57:29:25.6,Pav
IC4735,G,18:39:49.94,-62:57:21.7,Pav
IC4736,G,18:38:39.81,-57:53:35.8,Pav
IC4737,G,18:39:58.40,-62:35:52.7,Pav
IC4738,G,18:40:26.92,-61:54:08.5,Pav
IC4739,G,18:40:50.98,-61:54:05.6,Pav
IC4740,G,18:43:00.58,-68:21:35.8,Pav
IC4741,G,18:41:43.43,-63:56:53.5,Pav
IC4742,G,18:41:52.57,-63:51:43.5,Pav
IC4743,G,18:41:29.15,-61:46:20.0,Pav
IC4744,G,18:41:54.89,-63:13:25.9,Pav
IC4745,G,18:42:35.88,-64:56:34.5,Pav
IC4746,G,18:45:54.51,-72:40:05.6,Pav
IC4747,G,18:45:57.34,-72:37:48.1,Pav
IC4748,G,18:42:45.96,-64:04:21.6,Pav
IC4749,G,18:42:49.49,-63:12:30.3,Pav
IC4750,G,18:43:02.68,-62:58:17.3,Pav
IC4751,G,18:43:19.34,-62:06:44.2,Pav
IC4752,G,18:43:46.73,-64:04:55.6,Pav
IC4753,G,18:43:32.62,-62:06:28.6,Pav
IC4754,G,18:44:00.23,-61:59:24.2,Pav
IC4755,G,18:45:01.15,-63:41:32.0,Pav
IC4756,OCl,18:38:51.51,+05:27:43.8,Se2
IC4757,G,18:43:55.75,-57:10:03.2,Pav
IC4758,G,18:46:18.27,-65:45:24.0,Pav
IC4759,GPair,18:45:41.00,-63:05:07.0,Pav
IC4759 NED01,G,18:45:40.72,-63:05:05.2,Pav
IC4759 NED02,G,18:45:41.30,-63:05:13.2,Pav
IC4760,G,18:45:45.95,-62:57:30.1,Pav
IC4761,G,18:43:55.60,-52:51:10.9,Tel
IC4762,**,18:32:28.53,+67:51:28.9,Dra
IC4763,Dup,18:33:30.50,+67:08:14.3,Dra
IC4764,G,18:47:07.57,-63:29:04.4,Pav
IC4765,G,18:47:17.93,-63:19:52.8,Pav
IC4766,G,18:47:35.77,-63:17:31.8,Pav
IC4767,G,18:47:41.73,-63:24:20.4,Pav
IC4768,OCl,18:41:28.19,-05:32:05.4,Sct
IC4769,G,18:47:44.05,-63:09:25.2,Pav
IC4770,G,18:48:10.33,-63:23:00.4,Pav
IC4771,G,18:48:23.84,-63:14:51.6,Pav
IC4772,G,18:39:56.50,+40:01:35.0,Lyr
IC4773,G,18:51:20.82,-69:55:29.1,Pav
IC4774,G,18:48:10.65,-57:56:08.5,Pav
IC4775,G,18:48:26.29,-57:11:01.4,Pav
IC4776,PN,18:45:50.70,-33:20:35.0,Sgr
IC4777,G,18:48:11.30,-53:08:51.4,Tel
IC4778,G,18:50:00.37,-61:43:10.2,Pav
IC4779,G,18:50:30.43,-63:00:46.4,Pav
IC4780,G,18:49:56.09,-59:15:10.3,Pav
IC4781,G,18:51:37.64,-62:47:33.4,Pav
IC4782,G,18:50:54.87,-55:29:28.4,Tel
IC4783,G,18:51:33.37,-58:48:47.4,Pav
IC4784,G,18:52:48.02,-63:15:34.6,Pav
IC4785,G,18:52:55.23,-59:15:19.5,Pav
IC4786,G,18:52:44.57,-56:41:40.6,Tel
IC4787,G,18:56:04.66,-68:40:56.5,Pav
IC4788,G,18:54:41.02,-63:27:08.6,Pav
IC4789,G,18:56:18.49,-68:34:01.6,Pav
IC4790,G,18:56:32.21,-64:55:44.1,Pav
IC4791,G,18:49:01.18,+19:19:52.0,Her
IC4792,G,18:55:41.76,-56:24:13.7,Tel
IC4793,G,18:56:55.60,-61:23:59.2,Pav
IC4794,G,18:57:09.63,-62:05:27.4,Pav
IC4795,G,18:57:16.36,-61:36:32.7,Pav
IC4796,G,18:56:27.84,-54:12:50.2,Tel
IC4797,G,18:56:29.68,-54:18:20.8,Tel
IC4798,G,18:58:20.89,-62:07:06.3,Pav
IC4799,G,18:58:56.59,-63:55:51.5,Pav
IC4800,G,18:58:43.52,-63:08:21.2,Pav
IC4801,G,18:59:38.39,-64:40:30.5,Pav
IC4802,Other,18:55:07.09,-22:41:53.9,Sgr
IC4803,G,19:00:39.87,-62:03:54.5,Pav
IC4804,G,19:01:07.38,-61:50:00.0,Pav
IC4805,G,19:02:01.42,-63:02:51.5,Pav
IC4806,G,19:01:30.69,-57:31:55.4,Pav
IC4807,G,19:02:17.66,-56:55:52.3,Pav
IC4808,G,19:01:07.62,-45:18:49.4,CrA
IC4809,G,19:04:05.38,-62:11:38.7,Pav
IC4810,G,19:02:59.71,-56:09:35.0,Tel
IC4811,G,19:05:44.67,-67:08:01.8,Pav
IC4812,Neb,19:01:03.63,-37:03:37.2,CrA
IC4813,G,19:05:41.71,-66:31:19.4,Pav
IC4814,G,19:04:58.89,-58:34:45.8,Pav
